Code Domaine,Domaine,Code Pays,Pays,Code Élément,Élément,Code Produit,Produit,Code Année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2577","Huile de Palme","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2578","Huile de Coco","2013","2013","kg","2.02","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2579","Huile de Sésame","2013","2013","kg","0.08","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2580","Huile d'Olive","2013","2013","kg","1.36","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2582","Huile de Germe de Maïs","2013","2013","kg","0.17","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2586","Huil Plantes Oleif Autr","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2601","Tomates","2013","2013","kg","12.74","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2602","Oignons","2013","2013","kg","7.6","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2605","Légumes, Autres","2013","2013","kg","73.57","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2611","Oranges, Mandarines","2013","2013","kg","95.33","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2612","Citrons & Limes","2013","2013","kg","1.88","Fc","Donnée calculée"
